sub_sent,class,domain,intent
배송비 포함인가요,DIGITAL_P배송비문의,DIGITAL,P
$소음문의$,DIGITAL_P소음문의,DIGITAL,P
야이씨,DIGITAL_slang,DIGITAL,slang
산악자전거,DIGITAL_CATEN산악자전거,DIGITAL,CATEN
음이온형식,DIGITAL_FEAT음이온식,DIGITAL,FEAT
가게에 놓을겁니다,DIGITAL_FEAT사무/인강용,DIGITAL,FEAT
제 아이디는 어디서 볼수,DIGITAL_P기타faq문의,DIGITAL,P
고객센터 전화해도,DIGITAL_GREETINGclaim,DIGITAL,GREETING
//$ㅇㅇ$,DIGITAL_bypass,DIGITAL,bypass
본인인증받으래요,DIGITAL_P본인인증문의,DIGITAL,P
나중에살건데요,DIGITAL_P대화종료,DIGITAL,P
네엡,DIGITAL_YESNOyes,DIGITAL,YESNO
차이가 뭐임,DIGITAL_P차이점,DIGITAL,P
장난하냐,DIGITAL_GREETINGclaim,DIGITAL,GREETING
//가격이 틀리던데요,DIGITAL_P가격문의,DIGITAL,P
내가 무얼 살 수 있냐고,DIGITAL_P추천,DIGITAL,P
$배송일은$,DIGITAL_P배송일문의,DIGITAL,P
나중에 상담 요청할게,DIGITAL_P대화종료,DIGITAL,P
외제 제품,DIGITAL_BRAND외제,DIGITAL,BRAND
어떤 제품이 좋을까요,DIGITAL_P추천,DIGITAL,P
에어콘,DIGITAL_CATEaircon,DIGITAL,CATE
$채팅$,DIGITAL_P채팅,DIGITAL,P
$스타$,DIGITAL_FEAT게임용,DIGITAL,FEAT
상품권 사용,DIGITAL_P기타faq문의,DIGITAL,P
$까리까리$,DIGITAL_bypass,DIGITAL,bypass
ㅎ,DIGITAL_IMOTICON(미소),DIGITAL,IMOTICON
디지털 상품만 가능해,DIGITAL_P상담품목,DIGITAL,P
제품 카테고리,DIGITAL_P상담품목,DIGITAL,P
언제온데요,DIGITAL_P배송일문의,DIGITAL,P
결제 취소 확인 부탁,DIGITAL_P결제문의,DIGITAL,P
결제창에 안뜨던데요,DIGITAL_P결제문의,DIGITAL,P
$내 이럴 줄$,DIGITAL_GREETINGclaim,DIGITAL,GREETING
너 참 친절하네,DIGITAL_GREETINGcheer,DIGITAL,GREETING
송금한돈은 어디에서 받아야 하나요,DIGITAL_P환불문의,DIGITAL,P
제품올리는방법,DIGITAL_P기타faq문의,DIGITAL,P
멤버십데이 언제하나요,DIGITAL_P행사문의,DIGITAL,P
안년허세요,DIGITAL_GREETINGre-hello,DIGITAL,GREETING
날 뭘로보냐?,DIGITAL_GREETINGclaim,DIGITAL,GREETING
시간 많이 걸리나요,DIGITAL_GREETINGwait,DIGITAL,GREETING
$상품정보$,DIGITAL_P기타faq문의,DIGITAL,P
교환할 상품을 선택,DIGITAL_P교환문의,DIGITAL,P
모델명이 다를 수 있,DIGITAL_P제품별차이점,DIGITAL,P
환불 관련 문의,DIGITAL_P환불문의,DIGITAL,P
그딴거 다 필요없어요,DIGITAL_DONTCAREdontcare,DIGITAL,DONTCARE
선물 기능,DIGITAL_P기타faq문의,DIGITAL,P
다시 시작,DIGITAL_P처음으로,DIGITAL,P
빠라빠라빠라,DIGITAL_P채팅,DIGITAL,P
$재밌구만$,DIGITAL_GREETINGfun,DIGITAL,GREETING
티나는쇼핑,DIGITAL_P기타faq문의,DIGITAL,P
채팅봇,DIGITAL_GREETINGchatbot,DIGITAL,GREETING
다른제품 있나요,DIGITAL_P추가추천,DIGITAL,P
열받어,DIGITAL_GREETINGclaim,DIGITAL,GREETING
먼소리,DIGITAL_GREETINGclaim,DIGITAL,GREETING
정기결제로 했는데 해지,DIGITAL_CATEN정기결제,DIGITAL,CATEN
어떤게 잘나가나요,DIGITAL_RECOMpopular,DIGITAL,RECOM
상품 가격 왜 다른,DIGITAL_P가격문의,DIGITAL,P
$알로$,DIGITAL_GREETINGre-hello,DIGITAL,GREETING
$글쎄다$,DIGITAL_GREETINGgomin,DIGITAL,GREETING
fl studio 사용,DIGITAL_FEAT음악작업용,DIGITAL,FEAT
$머저리$,DIGITAL_slang,DIGITAL,slang
통화량이 많아서,DIGITAL_P전화요청_GREETINGclaim,DIGITAL,P
free deal,DIGITAL_P할인행사,DIGITAL,P
$통화를하죠$,DIGITAL_P전화요청,DIGITAL,P
아이템이 언제까지,DIGITAL_CATEN대여,DIGITAL,CATEN
가격 깍아주시나요,DIGITAL_P바로할인가,DIGITAL,P
디지털이라구 이름 달지마,DIGITAL_GREETINGclaim,DIGITAL,GREETING
건조 가능,DIGITAL_FEAT건조기능,DIGITAL,FEAT
반납 전화번호가 잘못기재,DIGITAL_P기타faq문의,DIGITAL,P
$오줌$,DIGITAL_slang,DIGITAL,slang
$시른뎅$,DIGITAL_GREETINGso,DIGITAL,GREETING
뭐뭐있어,DIGITAL_P상담품목,DIGITAL,P
기분이 어때요,DIGITAL_P채팅,DIGITAL,P
취소완료됐는데,DIGITAL_P주문취소완료,DIGITAL,P
장동건 광고했던 거,DIGITAL_BRAND리홈_CATE전기밥솥,DIGITAL,BRAND
신혼가전패키지,DIGITAL_CATEN신혼가전패키지,DIGITAL,CATEN
뱅신,DIGITAL_slang,DIGITAL,slang
상담여기서 하면되요,DIGITAL_P상담요청,DIGITAL,P
구매상품 오지않을 때,DIGITAL_P배송문의,DIGITAL,P
건조 동작,DIGITAL_FEAT건조기능,DIGITAL,FEAT
개xx,DIGITAL_slang,DIGITAL,slang
$실허$,DIGITAL_NEG아님,DIGITAL,NEG
뭐하러 챗봇이 필요하냐,DIGITAL_GREETINGclaim,DIGITAL,GREETING
$답답이군$,DIGITAL_GREETINGclaim,DIGITAL,GREETING
두번결제확인부탁,DIGITAL_P결제문의,DIGITAL,P
$첨부터$,DIGITAL_P처음으로,DIGITAL,P
내가 쓴다고,DIGITAL_FEAT개인용,DIGITAL,FEAT
할인쿠폰은 어디서 받,DIGITAL_P쿠폰요청,DIGITAL,P
얼마부터죠,DIGITAL_P가격문의,DIGITAL,P
많이이용할께용,DIGITAL_P대화종료,DIGITAL,P
그냥 주셔요,DIGITAL_DONTCAREdontcare,DIGITAL,DONTCARE
tower 공기청정기,DIGITAL_CATE공기청정기_BRAND위닉스_PRODUCT타워,DIGITAL,CATE
불알,DIGITAL_slang,DIGITAL,slang
이용가이드 알려,DIGITAL_P도움말보기,DIGITAL,P
구입했던 목록,DIGITAL_P주문이력확인,DIGITAL,P
$암거나$,DIGITAL_DONTCAREdontcare,DIGITAL,DONTCARE
챗봇이뭐여,DIGITAL_GREETINGchatbot,DIGITAL,GREETING
똑똑해질거야?,DIGITAL_GREETINGclaim,DIGITAL,GREETING
주문한상품이 안보여요,DIGITAL_P주문이력확인,DIGITAL,P
임마 그거 말고,DIGITAL_YESNOno,DIGITAL,YESNO
에이서 니트로5,DIGITAL_CATE노트북_BRANDacer_PRODUCTnitro5,DIGITAL,CATE
쿠폰을 보여줘,DIGITAL_P쿠폰요청,DIGITAL,P
씨부라켓노,DIGITAL_slang,DIGITAL,slang
thinkpad,DIGITAL_CATE노트북_BRAND레노버_PRODUCT씽크패드,DIGITAL,CATE
나도상품줘,DIGITAL_P채팅,DIGITAL,P
없어요,DIGITAL_DONTCAREdontcare,DIGITAL,DONTCARE
알람설정,DIGITAL_P알림설정문의,DIGITAL,P
1:1문의하는방법,DIGITAL_P상담원연결,DIGITAL,P
$좋네요$,DIGITAL_GREETINGgood,DIGITAL,GREETING
여기에 상담하면 되는건가요,DIGITAL_P상담품목 ,DIGITAL,P
환불건 문의드려요,DIGITAL_P환불문의,DIGITAL,P
싸게 사는법,DIGITAL_P할인문의,DIGITAL,P
개객갸,DIGITAL_bypass,DIGITAL,bypass
싫어요,DIGITAL_NEG아님,DIGITAL,NEG
올데이터치그램,DIGITAL_CATE노트북_BRANDlg전자_PRODUCT올데이터치그램,DIGITAL,CATE
쿠폰함확인,DIGITAL_P쿠폰요청,DIGITAL,P
rpm,DIGITAL_FEATrpm,DIGITAL,FEAT
멤버쉽 적립,DIGITAL_P적립문의,DIGITAL,P
$아니용$,DIGITAL_YESNOno,DIGITAL,YESNO
기본 프로그램 포함요,DIGITAL_FEAT운영체제포함,DIGITAL,FEAT
다 고가라서,DIGITAL_PRICEs,DIGITAL,PRICE
아이디가 뭔지아니,DIGITAL_P회원정보문의,DIGITAL,P
$롯데카드$,DIGITAL_P결제문의,DIGITAL,P
귀여웡,DIGITAL_GREETINGcheer,DIGITAL,GREETING
가품 신고,DIGITAL_P기타faq문의,DIGITAL,P
고마옹,DIGITAL_GREETINGthankyou,DIGITAL,GREETING
품절이라 취소라라는데,DIGITAL_P주문취소,DIGITAL,P
왜 이걸 추천하는거야,DIGITAL_P추천사유문의,DIGITAL,P
취소완료 언제,DIGITAL_P주문취소,DIGITAL,P
제품 비교 부탁드려요,DIGITAL_P상품비교,DIGITAL,P
그런건 따로없어요,DIGITAL_DONTCAREdontcare,DIGITAL,DONTCARE
좋은 하루 되,DIGITAL_GREETINGbye,DIGITAL,GREETING
테레비,DIGITAL_CATEtv,DIGITAL,CATE
염병,DIGITAL_slang,DIGITAL,slang
비교해보고 선택하겠습니다,DIGITAL_P구매예정,DIGITAL,P
교환처리 했는데,DIGITAL_P교환문의,DIGITAL,P
$버그$,DIGITAL_GREETINGclaim,DIGITAL,GREETING
$상품 별로 없어$,DIGITAL_GREETINGclaim,DIGITAL,GREETING
가정에서 사용,DIGITAL_FEAT가정용_VOLUMEm,DIGITAL,FEAT
$글쎙$,DIGITAL_GREETINGgomin,DIGITAL,GREETING
이름있는 브랜드로,DIGITAL_BRAND대기업,DIGITAL,BRAND
$일베$,DIGITAL_slang,DIGITAL,slang
ㅅㄱ ,DIGITAL_GREETINGsugo,DIGITAL,GREETING
$개굿$,DIGITAL_GREETINGgood,DIGITAL,GREETING
샤샤샤,DIGITAL_bypass,DIGITAL,bypass
너랑 대화할래,DIGITAL_P채팅,DIGITAL,P
$부탁$,DIGITAL_P추천,DIGITAL,P
등급관련해서 질문,DIGITAL_P기타faq문의,DIGITAL,P
상품이 왔는데,DIGITAL_P배송완료,DIGITAL,P
소형,"DIGITAL_SIZEs,MART_ATTR소형",DIGITAL,SIZE
상관안해,DIGITAL_DONTCAREdontcare,DIGITAL,DONTCARE
$바빠?$,DIGITAL_GREETINGre-hello,DIGITAL,GREETING
상품번호확인,DIGITAL_P상담원연결,DIGITAL,P
$배송은$,DIGITAL_P배송일문의,DIGITAL,P
쿠폰을 썼는데 그건 환불안되나,DIGITAL_P쿠폰적용문의,DIGITAL,P
네 똑똑하구니,DIGITAL_GREETINGgood,DIGITAL,GREETING
설치 무료로 해주나요,DIGITAL_P배송문의,DIGITAL,P
그것 살까 싶은데,DIGITAL_P구매예정,DIGITAL,P
사무,DIGITAL_FEAT사무/인강용,DIGITAL,FEAT
필터교체알림,DIGITAL_FEAT필터교체알림,DIGITAL,FEAT
$꿀잼$,DIGITAL_GREETINGfun,DIGITAL,GREETING
$살지마$,DIGITAL_P채팅,DIGITAL,P
가격차이 나서요,DIGITAL_P가격차이,DIGITAL,P
(미안),DIGITAL_IMOTICON(미안),DIGITAL,IMOTICON
선호하는 브랜드 없,DIGITAL_BRAND브랜드DC,DIGITAL,BRAND
오 감사합니다,DIGITAL_GREETINGthankyou,DIGITAL,GREETING
11번가는 몇시까지 하나요,DIGITAL_P상담시간,DIGITAL,P
위니어,DIGITAL_BRAND위니아,DIGITAL,BRAND
어케 물어봄,DIGITAL_P상담요청,DIGITAL,P
$너가 선택좀$,DIGITAL_P추천,DIGITAL,P
짜아식,DIGITAL_slang,DIGITAL,slang
대답할수있는게뭐니,DIGITAL_GREETINGclaim,DIGITAL,GREETING
김치냉장ㅗ,DIGITAL_CATE김치냉장고,DIGITAL,CATE
배송지를 각각 지정할 수 있나요,DIGITAL_P배송지변경문의,DIGITAL,P
웃기당,DIGITAL_GREETINGsmile,DIGITAL,GREETING
돈 좀 있냐,DIGITAL_P채팅,DIGITAL,P
부분 반송 어떻게,DIGITAL_P반품문의,DIGITAL,P
상넘이,DIGITAL_slang,DIGITAL,slang
유지비용,DIGITAL_P상품문의,DIGITAL,P
멤버쉽 카드 번호 등록 어떻게,DIGITAL_P기타faq문의,DIGITAL,P
thank you,DIGITAL_GREETINGthankyou,DIGITAL,GREETING
사용할수있는 쿠폰이 없,DIGITAL_P쿠폰적용문의,DIGITAL,P
마일리지 문의,DIGITAL_P적립문의,DIGITAL,P
딴거 보여줘,DIGITAL_P추가추천,DIGITAL,P
차이 뭔지요,DIGITAL_P차이점,DIGITAL,P
티멤버쉽이안되요,DIGITAL_P기타faq문의,DIGITAL,P
너 뭐야진짜,DIGITAL_GREETINGintro,DIGITAL,GREETING
$안반갑다니께$,DIGITAL_P채팅,DIGITAL,P
점검 언제끝나,DIGITAL_P기타faq문의,DIGITAL,P
취업하고도 계속 쓰려구,DIGITAL_FEAT사무/인강용,DIGITAL,FEAT
도시버,DIGITAL_BRAND도시바,DIGITAL,BRAND
아빠가 누구니,DIGITAL_P채팅,DIGITAL,P
id를 문의하라는데요,DIGITAL_P회원정보문의,DIGITAL,P
십스키,DIGITAL_slang,DIGITAL,slang
3엽날개,DIGITAL_FEAT3엽날개,DIGITAL,FEAT
ok캐시백으로 입금되나요,DIGITAL_P적립문의,DIGITAL,P
반품환불건도 상담,DIGITAL_P반품문의,DIGITAL,P
어찌하라는건가요,DIGITAL_GREETINGclaim,DIGITAL,GREETING
다른 품목군은 안되,DIGITAL_P상담품목,DIGITAL,P
그런거 없어요,DIGITAL_DONTCAREdontcare,DIGITAL,DONTCARE
$안왔어요$,DIGITAL_P배송문의,DIGITAL,P
$그만볼께$,DIGITAL_P대화종료,DIGITAL,P
싼 가격 대 없나요,DIGITAL_P가격문의,DIGITAL,P
$낼$,DIGITAL_bypass,DIGITAL,bypass
결재가 않되고 있다구요,DIGITAL_P결제문의,DIGITAL,P
방금받았는데요,DIGITAL_P배송완료,DIGITAL,P
배송 관련,DIGITAL_P배송문의,DIGITAL,P
자 이제 죽어,DIGITAL_slang,DIGITAL,slang
친절하게 상담해주셔서 감사했습니다,DIGITAL_GREETINGthankyou,DIGITAL,GREETING
원룸 인데요,"DIGITAL_SIZEs,MART_ATTR소형",DIGITAL,SIZE
사람 아닌 챗봇인가요,DIGITAL_P챗봇여부문의,DIGITAL,P
난중에 다시하라구요,DIGITAL_P대화종료,DIGITAL,P
공기 세척기,DIGITAL_CATE공기청정기,DIGITAL,CATE
$나 알어$,DIGITAL_P채팅,DIGITAL,P
$누구세욘$,DIGITAL_GREETINGintro,DIGITAL,GREETING
대화 스톱,DIGITAL_P대화종료,DIGITAL,P
쇼핑일정 알려,DIGITAL_P기타faq문의,DIGITAL,P
어떤 사양 있나,DIGITAL_P사양문의,DIGITAL,P
쓰발,DIGITAL_slang,DIGITAL,slang
포커스바람,DIGITAL_FEAT포커스바람,DIGITAL,FEAT
뙈놈,DIGITAL_slang,DIGITAL,slang
취소 통보,DIGITAL_P주문취소,DIGITAL,P
초대형,"DIGITAL_SIZExl,MART_ATTR특대형",DIGITAL,SIZE
싸게 사고 싶어요,DIGITAL_PRICEs_P추천,DIGITAL,PRICE
자동습도,DIGITAL_FEAT자동습도,DIGITAL,FEAT
찌랄,DIGITAL_slang,DIGITAL,slang
언제가질러와요,DIGITAL_P배송문의,DIGITAL,P
상품 오지않을 때,DIGITAL_P배송문의,DIGITAL,P
주문한 것이 안옵니다,DIGITAL_P배송문의,DIGITAL,P
제품말구 상담요,DIGITAL_P상담품목,DIGITAL,P
상품 언제쯤 오나요,DIGITAL_P배송일문의,DIGITAL,P
백종원 광고하는 밥솥,DIGITAL_BRAND대유위니아_CATE전기밥솥,DIGITAL,BRAND
음악영상 편집용으로,DIGITAL_FEAT영상편집용,DIGITAL,FEAT
지금 바로 살 게 아니라,DIGITAL_P구매예정,DIGITAL,P
정도면 될듯합니다,DIGITAL_YESNOyes,DIGITAL,YESNO
자동 세척 기능,DIGITAL_FEAT자동세척,DIGITAL,FEAT
오래간만이야,DIGITAL_GREETINGre-hello,DIGITAL,GREETING
상품배송지를 따로 가능,DIGITAL_P배송지변경문의,DIGITAL,P
이용가이드 좀 보여줘,DIGITAL_P도움말보기,DIGITAL,P
성인인증법,DIGITAL_P본인인증문의,DIGITAL,P
연장해서 빌릴수도 있나요,DIGITAL_CATEN이용권,DIGITAL,CATEN
알바냐,DIGITAL_P챗봇여부문의,DIGITAL,P
니가 할울 아는 건 뭐니,DIGITAL_P상담품목,DIGITAL,P
뒈진,DIGITAL_slang,DIGITAL,slang
난 너싫어,DIGITAL_GREETINGclaim_P채팅,DIGITAL,GREETING
배송비 얼마,DIGITAL_P배송비문의,DIGITAL,P
할인 금액 제일 크게 적용해,DIGITAL_P할인문의,DIGITAL,P
신기방기,DIGITAL_GREETINGcheer,DIGITAL,GREETING
앱 한글이 깨져요,DIGITAL_P기타faq문의,DIGITAL,P
$왜안줘요$,DIGITAL_P쿠폰요청,DIGITAL,P
쿠폰뭐있어요,DIGITAL_P쿠폰요청,DIGITAL,P
반품 왜 안해,DIGITAL_P반품문의,DIGITAL,P
고객센터는 아닌가요,DIGITAL_P고객센터문의,DIGITAL,P
5세대 X1 카본,DIGITAL_CATE노트북_PRODUCT5세대x1카본,DIGITAL,CATE
$중저가$,DIGITAL_PRICEm,DIGITAL,PRICE
유효한 T멤버십 번호가 아니라고,DIGITAL_P기타faq문의,DIGITAL,P
현금영수증 발행,DIGITAL_P현금영수증문의,DIGITAL,P
그래픽 디자인용,DIGITAL_FEAT그래픽작업용,DIGITAL,FEAT
물건이 잘못 왔어요,DIGITAL_P배송문의,DIGITAL,P
대학생들 많이 쓰는,DIGITAL_FEAT학습용_FEAT사무/인강용,DIGITAL,FEAT
안합니다,DIGITAL_NEG아님,DIGITAL,NEG
자체반송 완료해서 송장,DIGITAL_P반품문의,DIGITAL,P
삼성냉장고욤,DIGITAL_CATE냉장고_BRAND삼성전자,DIGITAL,CATE
$몇인용$,DIGITAL_P사이즈문의,DIGITAL,P
다른 걸로 바꾸레요,DIGITAL_P교환문의,DIGITAL,P
이것도 챗봇이라고 만들었냐,DIGITAL_GREETINGclaim,DIGITAL,GREETING
뭘 제일 많이 사니,DIGITAL_RECOMpopular,DIGITAL,RECOM
예산은 정해놓은건 없습니다,DIGITAL_PRICEall,DIGITAL,PRICE
구매확정,DIGITAL_P구매완료,DIGITAL,P
넌 어떤물건을 찾을수있니?,DIGITAL_P추천,DIGITAL,P
질이 낮은 챗봇 같습니다,DIGITAL_GREETINGclaim,DIGITAL,GREETING
불량 판매업자 신고하고,DIGITAL_GREETINGclaim,DIGITAL,GREETING
티멤버십 플러스 하려고하는데,DIGITAL_P기타faq문의,DIGITAL,P
요즘 핫한,DIGITAL_RECOMpopular,DIGITAL,RECOM
이벤트 페이지 오류,DIGITAL_P기타faq문의,DIGITAL,P
건조 불가,DIGITAL_FEAT건조기능_NEG아님,DIGITAL,FEAT
결제창이 안넘어감,DIGITAL_P결제문의,DIGITAL,P
$삼성카드 쿠폰$,DIGITAL_P쿠폰요청,DIGITAL,P
브랜드를 따지지는 않는데,DIGITAL_BRAND브랜드DC,DIGITAL,BRAND
아이 빨래 전용,DIGITAL_CATE세탁기_SUBCAT아기,DIGITAL,CATE
이개 뭐냐구,DIGITAL_GREETINGclaim,DIGITAL,GREETING
좀 더 큰 사이즈는 뭔가요,DIGITAL_P사이즈문의,DIGITAL,P
쿠폰이 있는데 왜 사용이 안,DIGITAL_P쿠폰적용문의,DIGITAL,P
테래비,DIGITAL_CATEtv,DIGITAL,CATE
알림으로 받아보고싶,DIGITAL_P기타faq문의,DIGITAL,P
오버위치 기준으로,DIGITAL_FEAT게임용,DIGITAL,FEAT
설치된 제품 철거후,DIGITAL_P폐가전수거,DIGITAL,P
너 참 똑똑,DIGITAL_GREETINGcheer,DIGITAL,GREETING
신상입고는 끝났나요,DIGITAL_CATEN대여,DIGITAL,CATEN
$자니$,DIGITAL_P채팅,DIGITAL,P
업소용 에어컨,DIGITAL_FEAT업소용_CATEaricon,DIGITAL,FEAT
내말에 대답해,DIGITAL_P채팅,DIGITAL,P
$어떻게 됐나요$,DIGITAL_bypass,DIGITAL,bypass
교환건으로 상담하다가 종료,DIGITAL_P교환문의,DIGITAL,P
$얼마$,DIGITAL_P가격문의,DIGITAL,P
new category,DIGITAL_P새상담,DIGITAL,P
사람예요,DIGITAL_P챗봇여부문의,DIGITAL,P
전혀 안하거든요,DIGITAL_NEG아님,DIGITAL,NEG
신상품은 보통 언제 업데이트,DIGITAL_CATEN대여_P기타faq문의,DIGITAL,CATEN
너무 고가는 아니면 되고,DIGITAL_PRICEs,DIGITAL,PRICE
잘 모르겠네요 사이즈는,DIGITAL_SIZEall,DIGITAL,SIZE
가능하다며 방법이 궁금,DIGITAL_P기타faq문의,DIGITAL,P
잡담,DIGITAL_P채팅,DIGITAL,P
삼성패이사용,DIGITAL_P결제문의,DIGITAL,P
$이건 뭐에요$,DIGITAL_P상담요청,DIGITAL,P
삼성 올웨이즈9,DIGITAL_CATE노트북_BRAND삼성전자_PRODUCT올웨이즈9,DIGITAL,CATE
노트북 맥,"DIGITAL_CATE애플_SUBCATmac,FAQ_ENTRYmac",DIGITAL,CATE
항균필터,DIGITAL_FEAT항균필터,DIGITAL,FEAT
재결제 하고 싶은데,DIGITAL_P결제문의,DIGITAL,P
찜한 상품,DIGITAL_P찜한상품,DIGITAL,P
왜몰라,DIGITAL_GREETINGclaim,DIGITAL,GREETING
내맘대로 t,DIGITAL_P할인문의,DIGITAL,P
이만 갈게요,DIGITAL_P대화종료,DIGITAL,P
집에 놓을껀데,DIGITAL_FEAT가정용,DIGITAL,FEAT
빨라서 좋네,DIGITAL_GREETINGgood,DIGITAL,GREETING
고객센터 일요일은 안하냐,DIGITAL_P고객센터문의,DIGITAL,P
비밀번호 잊어서요,DIGITAL_P회원정보문의,DIGITAL,P
보구 톡드릴,DIGITAL_P대화종료,DIGITAL,P
손흥민 빅토리,DIGITAL_CATEaircon_BRANDlg전자_PRODUCT손흥민빅토리,DIGITAL,CATE
엘지 그랭,DIGITAL_CATE노트북_BRANDlg전자_PRODUCT그램,DIGITAL,CATE
좋은걸 추천 해 주는구나,DIGITAL_GREETINGgood,DIGITAL,GREETING
오래간만이군,DIGITAL_GREETINGre-hello,DIGITAL,GREETING
desktop,DIGITAL_CATEN컴퓨터,DIGITAL,CATEN
개십새끼,DIGITAL_slang,DIGITAL,slang
좀더 싼거,DIGITAL_PRICEs,DIGITAL,PRICE
이상품은 어떤가요,DIGITAL_P상품문의_P상담원연결,DIGITAL,P
주소로만 받을 수 있나요,DIGITAL_P배송문의,DIGITAL,P
가격대랑 브랜드는 상관없,DIGITAL_PRICEall_BRAND브랜드DC,DIGITAL,PRICE
생체설정,DIGITAL_P기타faq문의,DIGITAL,P
결혼했니,DIGITAL_P채팅,DIGITAL,P
인버터,DIGITAL_FEAT인버터,DIGITAL,FEAT
아기 전용 옷 세탁기,"DIGITAL_CATE세탁기_SUBCAT아기,FAQ_ENTRY아기세탁기",DIGITAL,CATE
살펴보겠습니다,DIGITAL_P대화종료,DIGITAL,P
디지털 제품만 상담,DIGITAL_P상담품목,DIGITAL,P
안녕,"DIGITAL_GREETINGre-hello,SAMSUNG_GREETINGre-hello",DIGITAL,GREETING
제품에는 찾는게 없어,DIGITAL_GREETINGclaim,DIGITAL,GREETING
냉장고파먹기,DIGITAL_bypass,DIGITAL,bypass
혼자 쓸,"DIGITAL_SIZEs,MART_ATTR소형",DIGITAL,SIZE
응답해 주셔서 감사합니다^^만족스러운 노트북,DIGITAL_GREETINGthankyou,DIGITAL,GREETING
모르는게 많네,DIGITAL_P채팅,DIGITAL,P
브랜드 따로 없고,DIGITAL_BRAND브랜드DC,DIGITAL,BRAND
카드 결재가 되지않네,DIGITAL_P결제문의,DIGITAL,P
첫구매혜택이있나요,DIGITAL_P기타faq문의,DIGITAL,P
아무 대응이 없네,DIGITAL_GREETINGclaim,DIGITAL,GREETING
이전으로 돌아가,DIGITAL_P이전메뉴이동,DIGITAL,P
전화 주시면 안되나,DIGITAL_P전화요청,DIGITAL,P
$쓸만한데$,DIGITAL_GREETINGcheer,DIGITAL,GREETING
싫은데,DIGITAL_NEG아님,DIGITAL,NEG
둘다요,DIGITAL_DONTCAREdontcare,DIGITAL,DONTCARE
$영수증$,DIGITAL_P결제문의,DIGITAL,P
너무 비싼거 말,DIGITAL_PRICEs,DIGITAL,PRICE
$카드$,DIGITAL_P결제문의,DIGITAL,P
진짜 좋다,DIGITAL_GREETINGgood,DIGITAL,GREETING
거실에 놓을,DIGITAL_FEAT거실형,DIGITAL,FEAT
as는 상관이 없나요,DIGITAL_Pa/s문의,DIGITAL,P
한달요금이 얼마정도,DIGITAL_P상담원연결,DIGITAL,P
가격은 어느정도,DIGITAL_P가격문의,DIGITAL,P
보통 잘나가는 가격대는,DIGITAL_P가격문의,DIGITAL,P
스불,DIGITAL_slang,DIGITAL,slang
안 큰걸로요,"DIGITAL_SIZEm,MART_ATTR중형",DIGITAL,SIZE
심탱,DIGITAL_slang,DIGITAL,slang
$기획물$,DIGITAL_P행사문의,DIGITAL,P
문의 사항 있으면 연락드릴게요,DIGITAL_P대화종료 ,DIGITAL,P
언제 입고,DIGITAL_P상담원연결,DIGITAL,P
사진 올리기,DIGITAL_P사진올리기기능안내,DIGITAL,P
싸게샀으면 합니다,DIGITAL_PRICEs,DIGITAL,PRICE
결제에 관해서,DIGITAL_P결제문의,DIGITAL,P
애플 에어,DIGITAL_CATE애플_SUBCATmac_MACPRODUCTmacbookair,DIGITAL,CATE
확인되는 건가요,DIGITAL_P확인,DIGITAL,P
$아놔$,DIGITAL_GREETINGclaim,DIGITAL,GREETING
$김$,"DIGITAL_CATEN김,MART_CATE김",DIGITAL,CATEN
배워라좀,DIGITAL_GREETINGclaim,DIGITAL,GREETING
으아아아아,DIGITAL_IMOTICON(으앙),DIGITAL,IMOTICON
새벽에 통화,DIGITAL_P상담시간,DIGITAL,P
포인트 적립일로,DIGITAL_P적립문의,DIGITAL,P
나중에들릴께요,DIGITAL_P대화종료,DIGITAL,P
우왕~~~감사합니다♥♥♥,DIGITAL_GREETINGthankyou,DIGITAL,GREETING
제조사나 브랜드 크게 상관 없,DIGITAL_BRAND브랜드DC,DIGITAL,BRAND
$지금도되요$,DIGITAL_P상담시간,DIGITAL,P
할인 쿠폰 어떻게,DIGITAL_P쿠폰요청,DIGITAL,P
$할려구요$,DIGITAL_bypass,DIGITAL,bypass
빠르고 편하네요,DIGITAL_GREETINGcheer,DIGITAL,GREETING
모델명 찾기,DIGITAL_RECOMmodel,DIGITAL,RECOM
i don't care,DIGITAL_DONTCAREdontcare,DIGITAL,DONTCARE
$티멤버쉽$,DIGITAL_P티멤버십관련문의_P기타faq문의,DIGITAL,P
$장난쳐$,DIGITAL_GREETINGclaim,DIGITAL,GREETING
정보 있으신가요,DIGITAL_P상담요청,DIGITAL,P
$눈와$,DIGITAL_P채팅,DIGITAL,P
오늘 발송해 달라고,DIGITAL_P배송일문의,DIGITAL,P
아빠 선물,DIGITAL_FEAT선물용_GENDER남자_FEAT성인용,DIGITAL,FEAT
직영설치하는,DIGITAL_P설치문의,DIGITAL,P
결제까지 연결이 너무힘들어서,DIGITAL_GREETINGclaim,DIGITAL,GREETING
$디지털제품$,"DIGITAL_P상담품목,MART_P디지털챗봇호출",DIGITAL,P
$심쿵$,DIGITAL_GREETINGgood,DIGITAL,GREETING
$불만$,DIGITAL_GREETINGclaim,DIGITAL,GREETING
링크만 부탁드립니디,DIGITAL_P링크요청,DIGITAL,P
삼성무풍에어컨,DIGITAL_FEAT삼성무풍에어컨,DIGITAL,FEAT
챗봇 먼가,DIGITAL_GREETINGchatbot,DIGITAL,GREETING
