clean_text,class
일하기 싫어,DIGITAL_P채팅
가품일 경우,DIGITAL_P기타faq문의
할인혜택이 많은 제품,MART_P행사상품
배송기사 연락처,MART_P배송문의
송장 정보 주세요,DIGITAL_P배송문의
다른것 보여줘,DIGITAL_P추가추천
상담이 안돼나요,DIGITAL_P상담시간
알림좀 보내지마,DIGITAL_P알림설정문의_P기타faq문의
문화 상품권으로 구매,DIGITAL_P결제문의
vvip 전용관,DIGITAL_P기타faq문의
상품교환쿠폰,DIGITAL_P쿠폰요청
가격은 얼마야,DIGITAL_P가격문의
가격대 어느 정도,DIGITAL_P가격문의
상품미도착,DIGITAL_P배송문의
신용카드 해제,DIGITAL_P결제문의
캐시는 어떻게 사용,DIGITAL_P기타faq문의
꼼꼼하게 챙겨주세요,MART_P포장문의
차단된 팝업 허용,DIGITAL_P기타faq문의
맛있는 음식,MART_P추천
브랜드는 어디예요,DIGITAL_P브랜드문의
편의점택배로 보낸 후,DIGITAL_P반품문의
본인인증이왜안돼지,DIGITAL_P본인인증문의
맨 처음으로,DIGITAL_P처음으로
무배인가요,DIGITAL_P배송비문의
m포인트 적용이 안돼요,DIGITAL_P결제문의
가격대가 만만치 않네요,DIGITAL_P가격문의
한꺼번에 주문,DIGITAL_P결제문의
11번가페이 오류,DIGITAL_P결제문의
왜 환불안됨,DIGITAL_P환불문의
제품별 차이점,DIGITAL_P제품별차이점
구매의사결정을,DIGITAL_P구매예정
그것도 안내부탁,DIGITAL_P상품문의_P상담원연결
상품이 반송되었어요,DIGITAL_P배송문의
사진을 전송하려하면 튕기,DIGITAL_P사진올리기기능안내
어떻게 도와주나요,DIGITAL_P도움말보기
사이즈 맞을까요,MART_P사이즈문의
배송시작이 안되고있네요,DIGITAL_P배송문의
할인쿠폰어떻게 사용하나요,DIGITAL_P쿠폰적용문의
매장 제품이랑 뭐가 달라요,DIGITAL_P제품별차이점
취소 알려주세요,DIGITAL_P주문취소
추천사유문의,DIGITAL_P추천사유문의
다운로드가 안돼요,DIGITAL_P기타faq문의
서비스센터 정보,DIGITAL_Pa/s문의
여기는 뭐하는곳,MART_P마트챗봇문의
에이에스문의하려구요,DIGITAL_Pa/s문의
이용방법 좀 알려,DIGITAL_P도움말보기
가격은 둘다비슷한가요,DIGITAL_P가격문의
포인트사용 어떻게 하나요,DIGITAL_P기타faq문의
혜택받을수있나요,DIGITAL_P쿠폰요청
포인트 주신다고 했었는데,DIGITAL_P적립문의
공유하기 되나요,DIGITAL_P기타faq문의
혼자말하니,DIGITAL_P채팅
저의 아이디를 알고 싶어요,DIGITAL_P회원정보문의
니가 골라봐,DIGITAL_P채팅
참고해서 구입하겠습니다,DIGITAL_P구매예정
구매취소 환불,DIGITAL_P환불문의
요일에 시켰는데요,DIGITAL_P배송일문의
연말 행사제품,DIGITAL_P할인행사
여기에는 없어,DIGITAL_P추가추천
페이스북 연동,DIGITAL_P기타faq문의
기능이 다 다른 거에요,DIGITAL_P상품문의_P상담원연결
사고싶은걸 물으면,DIGITAL_P상담요청
구매 목록은 어디서,DIGITAL_P주문이력확인
tutorial,DIGITAL_P도움말보기
카톡 보내줘,DIGITAL_P채팅
혜택이나 쿠폰은 없나요,DIGITAL_P쿠폰요청
아직 배송중,DIGITAL_P배송문의
24시간 고객쎈타하나요,DIGITAL_P고객센터문의
다른 메뉴,DIGITAL_P도움말보기
카드취소요청부탁드려요,DIGITAL_P결제문의
상품받았는데,DIGITAL_P배송완료
두툼 쿠폰 입력,DIGITAL_P쿠폰적용문의
다음에 구매해야겠네요,DIGITAL_P대화종료
내 몸무게,DIGITAL_P채팅
쿠폰위치가 어디,DIGITAL_P쿠폰요청
차이 있는지,DIGITAL_P차이점
티멤버쉽 할인 관련,DIGITAL_P기타faq문의
내 지역을 바꾸려면,DIGITAL_P회원정보문의
다중 검색,MART_P다중검색실행
돈이 안들어와,DIGITAL_P환불문의
다른 제품,DIGITAL_P추가추천
웰컴딜쿠폰 사용법,DIGITAL_P쿠폰적용문의
쇼핑톡인가요,DIGITAL_P상담품목
now배송쿠폰,MART_P쿠폰요청
아이디찾기,DIGITAL_P회원정보문의
오늘두상담원연결가능,DIGITAL_P상담시간
포인트 사용했는데,DIGITAL_P결제문의
쿠폰어디다쓸수있,DIGITAL_P쿠폰적용문의
할인 하는 상품 알려,MART_P행사상품문의
구매평 작성이 안돼요,DIGITAL_P기타faq문의
예전 구매이력,DIGITAL_P주문이력확인
대해 설명해 주세요,"FAQ_P도움말요청,DIGITAL_P설명요청"
찾고있습니다,DIGITAL_P추천
못 찾겠어요,DIGITAL_P상담요청
사이즈는 어떻게 다르나요,DIGITAL_P사이즈문의
배송이 지연되는데,DIGITAL_P배송문의
임금 확인 부탁,DIGITAL_P환불문의
사양 어떤가,DIGITAL_P사양문의
반품 가능,MART_P반품문의
반품이 안되고있습니다,DIGITAL_P반품문의
내가필요한거,DIGITAL_P추천
딴거보고싶으요,DIGITAL_P새상담
유효기간 좀 알려,MART_P유통기한문의
사업자번호,DIGITAL_P기타faq문의
반품 어떻게,MART_P반품문의
너무 비싼데 저렴헌 것은,MART_P행사상품
쿠폰 사용이 되지 않아,DIGITAL_P쿠폰적용문의
사용 방법이 뭔가요,DIGITAL_P도움말보기
담당자 연결해,DIGITAL_P상담원연결
상품이 파손되어 왔는데요,DIGITAL_P교환문의
검색이 안되여,DIGITAL_P기타faq문의
취소 관련 문의,DIGITAL_P주문취소
내 등급읗 알려줘,DIGITAL_P회원정보문의
생산일자 알려,MART_P제조일자문의
고객센터 문의되는건가요,DIGITAL_P고객센터문의
이방 어떻게 나가니,DIGITAL_P대화종료
쿠폰 사용방법,DIGITAL_P쿠폰적용문의
구매목록 확인할수 있나요,DIGITAL_P주문이력확인
마트챗봇 행사상품,MART_P할인행사
이메일 안오게 할수있나요,DIGITAL_P기타faq문의
상품 상태,DIGITAL_P기타faq문의
취소부탁드려요,DIGITAL_P주문취소
언제쯤 환불이 되서,DIGITAL_P환불문의
주문이 안됩니다,DIGITAL_P기타faq문의
판매순위문의,DIGITAL_P판매순위문의_RECOMpopular
통화가 안되네여,DIGITAL_P전화요청
교환중인상품,DIGITAL_P교환문의
싼 브랜드,MART_P행사상품
쿠폰왜안줘,DIGITAL_P쿠폰요청
본인인증하라고,DIGITAL_P본인인증문의
온 오프라인모델차이,DIGITAL_P제품별차이점 
통화가 가능한가요,DIGITAL_P전화요청
뭘 찾는게 좋을까,DIGITAL_P추천
정보 있으신가요,DIGITAL_P상담요청
상품을 받을 수 있는지,MART_P배송문의
문자 보내줘,DIGITAL_P채팅
저 이제 갈께요,DIGITAL_P대화종료
추천해준 이유가 무엇,DIGITAL_P추천기준
카드 할인이 있나요,DIGITAL_P결제문의
취소할 수 있나요,DIGITAL_P주문취소
쿠폰이 안오네요,DIGITAL_P기타faq문의
주문하면 내일오나요,DIGITAL_P배송일문의
수리해야 될 것 같아요,DIGITAL_Pa/s문의
내가 잘 사는거,MART_P자주구매상품
교환할때 돈이들어요,DIGITAL_P교환문의
딜은 어떻게 사용하나요,DIGITAL_P할인문의
주문취소 확인 전화,DIGITAL_P주문취소
이벤트 어떻게 하,MART_P이벤트
지금 상담할 수 있나요,DIGITAL_P상담시간
취소확인은 어떻게 하나요,DIGITAL_P주문취소
목요일까지 받아야,DIGITAL_P배송일문의
배송지에 사람이 없는데,DIGITAL_P배송문의
자꾸 에러가나요,DIGITAL_P기타faq문의
물품 샀는데,DIGITAL_P구매완료
적용 가능 쿠폰 알려주,DIGITAL_P쿠폰적용문의
왜 이렇게 비싸요,DIGITAL_P가격차이
찜이 뭐야,DIGITAL_P찜기능안내
다른 상담도 가능한가요,DIGITAL_P상담품목
쿠폰 어디서 적용하지,DIGITAL_P쿠폰적용문의
데이터충전,DIGITAL_P기타faq문의
판매자 에게,DIGITAL_P판매자연락요청
해지 방법,DIGITAL_P기타faq문의
사진업로드,DIGITAL_P사진올리기기능안내
이름좀 변경 할려고요,DIGITAL_P기타faq문의
톡매니저 운영시간,DIGITAL_P상담시간
물건 배송 안헤주,DIGITAL_P배송문의
밥은 먹고 다니냐,DIGITAL_P채팅
다른 상품이 배송되었어요,DIGITAL_P배송문의
서비스가 보이지 않아요,DIGITAL_P기타faq문의
상담 불가능,DIGITAL_P상담요청
차이점도 자세히 알려주세요,DIGITAL_P차이점
궁금해서 그냥,DIGITAL_P상담요청
지금 결제할,MART_P구매
캐쉬사용법,DIGITAL_P기타faq문의
너 남자니,DIGITAL_P채팅
딴 상품 보고 싶어,DIGITAL_P추가추천
사진 기능,DIGITAL_P사진올리기기능안내
아니 상담좀요,DIGITAL_P상담요청
상담 가능 품목,DIGITAL_P상담품목
택배예정일,DIGITAL_P배송일문의
등록 어떻게해요,DIGITAL_P기타faq문의
비싼거아닌가요,DIGITAL_P가격문의
vvip 조건이 어떻게,DIGITAL_P기타faq문의
배송 오늘 하면 언제 오나,DIGITAL_P배송일문의
최근배송지 삭제어떻게하나요,DIGITAL_P기타faq문의
품절 입고되나요,MART_P재입고문의
주문한 상품은 언제 배송,DIGITAL_P배송일문의
소형인가요,DIGITAL_P사이즈문의
구매하기를 누르면,DIGITAL_P구매예정
아무것도적용이안되요,DIGITAL_P쿠폰적용문의
다시 문의 드릴,DIGITAL_P대화종료
전자기기만 상담,DIGITAL_P상담품목
입금 안됨,DIGITAL_P환불문의
뭘 사면 좋을지 모르겠어,DIGITAL_P추천
환불처리갸 어떻게,DIGITAL_P환불문의
관리자 통화요청,DIGITAL_P전화요청
상담하는곳아닌가요,DIGITAL_P상담품목
난 거지다,DIGITAL_P채팅
난중에 다시하라구요,DIGITAL_P대화종료
반납관련 알아보시,DIGITAL_P반품문의
생산지가 어떻게 되나요,MART_P원산지문의
할인 쿠폰 문의,DIGITAL_P쿠폰요청
할인행사 알려,MART_P행사상품문의
무슨 기능인가요,DIGITAL_P상품문의_P상담원연결
너 살아 있냐고,DIGITAL_P채팅
상담 가능한게 뭐야,DIGITAL_P상담품목
당일 발송 인가요,DIGITAL_P배송문의
새벽이라 상담사,DIGITAL_P상담시간
사람이세요,DIGITAL_P챗봇여부문의
주문하신건도착시간확인,DIGITAL_P배송문의
내가 구매한 상품,DIGITAL_P주문이력확인
t나는 쇼핑포인트,DIGITAL_P기타faq문의
너가뿌뿡이,DIGITAL_P채팅
일본어지원 되나요,DIGITAL_P언어지원문의
대화를 해서 즐거웠어요,DIGITAL_P대화종료
이슈결재창 주세요,DIGITAL_P기타faq문의
트위터로 공유하고 싶어요,DIGITAL_P기타faq문의
최근주문상품,DIGITAL_P주문이력확인
내일 바로 배송오는 상품,MART_P배송문의
다음에 주문할께,DIGITAL_P주문예정
너 안좋아해,DIGITAL_P채팅
내가 주문한,MART_P지난구매상품보기
반납할 제품을 아직 안가져,DIGITAL_P반품문의_CATEN대여
배송지설정,DIGITAL_P배송지변경문의
어디서 찾아야 하나오,DIGITAL_P상담원연결
개이득 상품,MART_P행사상품문의
최소사양은 어떻게,DIGITAL_P사양문의
제품생산년도,MART_P제조일자문의
지문인식 설정은 어디서,DIGITAL_P기타faq문의
많이 비싸지 않았으면,MART_P행사상품
로봇이에요,DIGITAL_P챗봇여부문의
기존에 샀던 상품,MART_P지난구매상품보기
다중 검색이 뭐예요,MART_P다중검색문의
저렴한거부,MART_P행사상품
뭐가 싸니,DIGITAL_P추천
카드입력하는곳,DIGITAL_P결제문의
취소후 쿠폰반납,DIGITAL_P쿠폰적용문의
11번가 앱알리미,DIGITAL_P기타faq문의
딴주소로 보낼려고 하는데,DIGITAL_P배송지변경문의
다시 상담,DIGITAL_P새상담
멤버십카드인증,DIGITAL_P티멤버십관련문의_P기타faq문의
널 구속할거야,DIGITAL_P채팅
쿠폰 발급 가능,DIGITAL_P쿠폰요청
거래내역 증빙서류,DIGITAL_P기타faq문의
모델명이 다른 이유가,DIGITAL_P제품별차이점
남자니 여자니,DIGITAL_P채팅
연장가능한지요,DIGITAL_P기타faq문의
폐가전 회수,DIGITAL_P폐가전수거 
재발송 언제,DIGITAL_P배송문의
점심약속 있어 나중에,DIGITAL_P대화종료
샀었는데 이력이남았나요,DIGITAL_P기타faq문의
방금 주문한 걸 취소,DIGITAL_P주문취소
상담여기서 하면되요,DIGITAL_P상담요청
영수증 발급,DIGITAL_P기타faq문의
거래내역삭제,DIGITAL_P주문이력확인
할인쿠폰이 사라졌어요,DIGITAL_P쿠폰요청
하나만 왔어요,DIGITAL_P배송문의
t멤버쉽 해택 상품,DIGITAL_P할인문의
최근 제조된 상품으로 배송,MART_P새제품요청
판매자는 어디서 알수잇나요,DIGITAL_P판매자연락요청
살 수 있을 것 같아요,DIGITAL_P구매예정
실시간으로 메시지를 직접,DIGITAL_P챗봇여부문의
몇시까지입니까,DIGITAL_P상담시간
잘못 결제로 취소,DIGITAL_P결제문의
제가 반품을 시켰는데,DIGITAL_P반품문의
skt 무제한 데이터,DIGITAL_P기타faq문의
받았는데 기스가 있어서요,DIGITAL_P교환문의
뭐가 좋아,DIGITAL_P추천
전화를 주시면 감사합니다,DIGITAL_P전화요청
할인되는 쿠폰은,DIGITAL_P쿠폰요청
다시 받기도 안되구요,DIGITAL_P쿠폰요청
현금영수증은 어떻게 신청,DIGITAL_P현금영수증문의
사람이에여 로봇이에여,DIGITAL_P챗봇여부문의
쿠폰인증번호가 뭔가요,DIGITAL_P쿠폰인증번호문의
모가 달라요,DIGITAL_P차이점
입금 문의,DIGITAL_P환불문의
알아봐주세요,DIGITAL_P추천
언어 변경,DIGITAL_P기타faq문의
증정품 누락,MART_P사은품문의
상품 업데이트 없나,DIGITAL_P기타faq문의
박스당 몇키로,DIGITAL_P상품문의
택배는 언제 오나요,DIGITAL_P배송일문의
프로모션 문의,MART_P이벤트 
생산일자 가장 최근 확인,MART_P제조일자문의
어떤 기준이야,DIGITAL_P기타faq문의
상담 느그랑 하나여,DIGITAL_P상담원연결
전화 잘 안받는데 어떻하죠,DIGITAL_P전화요청
상담사 연락처 주세요,DIGITAL_P상담원연결
주소가안돼요,DIGITAL_P기타faq문의
적립금 사용방법,DIGITAL_P기타faq문의
챗봇이가골라줘,DIGITAL_P추천
나의쇼핑리스트,DIGITAL_P기타faq문의
반송한물품은언제,DIGITAL_P반품문의
입금이 안된걸로 나오네요,DIGITAL_P결제문의
주소 어떻게 바꾸,DIGITAL_P배송지변경문의
배송보상지연,DIGITAL_P적립문의
연락주시기로 했는데,DIGITAL_P전화요청
입금 좀 빨리해주세요,DIGITAL_P환불문의
여기엔 없으,DIGITAL_P추가추천
상품으로 알려주세요,DIGITAL_P추천
오케이케쉬백적립,DIGITAL_P적립문의
통화연결이 너무힘드네요,DIGITAL_P전화요청
푸쉬기능 정지 요청,DIGITAL_P기타faq문의
가입 대상은 어떻게 되나요,DIGITAL_P기타faq문의
넌 뭘 잘하니,DIGITAL_P상담품목
계속 안오구 있어요,DIGITAL_P배송문의
얘기하면 안될까,DIGITAL_P채팅
전체 취소 다 된거맞죠,DIGITAL_P주문취소
챗봇 서비스는 어디서 이용,DIGITAL_P기타faq문의
환불계좌를 변경하고 싶어요,DIGITAL_P환불문의
차이 무엇인가요,DIGITAL_P차이점
마일리지할인은 어디에 문의,DIGITAL_P할인문의
최근 제조일 챙겨,MART_P새제품요청
1 1상품,MART_P할인행사
무배가 안되네요,DIGITAL_P배송비문의
단골가게 선택,DIGITAL_P기타faq문의
장바구니에 넣어줘,MART_P장바구니담기
쿠폰은 어떤 물건에 사용가,DIGITAL_P쿠폰적용문의
경품주세요,DIGITAL_P채팅
케쉬백 질문요,DIGITAL_P기타faq문의
데이터로11번가를 이용할,DIGITAL_P기타faq문의
디지털페어,DIGITAL_P할인행사
사진 올리기,DIGITAL_P사진올리기기능안내
vip 쿠폰,DIGITAL_P기타faq문의
등급이 안올라가나요,DIGITAL_P기타faq문의
앞으로 잘 부탁해요,DIGITAL_P대화종료
가입할려고 하는데요,DIGITAL_P기타faq문의
목요일 쿠폰,DIGITAL_P쿠폰요청
포인트 사용하고 싶어요,DIGITAL_P결제문의
채팅 가능,DIGITAL_P채팅
저번에 산 상품 주문,MART_P지난구매상품보기
14세미만 가입,DIGITAL_P기타faq문의
내일 뭐해,DIGITAL_P채팅
창 어딧냐고,DIGITAL_P기타faq문의
할인 쿠폰 좀,DIGITAL_P쿠폰요청
상담원 예약,DIGITAL_P기타faq문의
안심번호 서비스란,DIGITAL_P기타faq문의
설치비 없는 거,DIGITAL_P설치비문의
반품하려고,DIGITAL_P반품문의
빨리 알려줘,DIGITAL_P상담요청
증빙서류는 어떻게 하나요,DIGITAL_P기타faq문의
물건이 잘못 배송,DIGITAL_P배송문의
최근 구매 리스트,MART_P지난구매상품보기
쿠폰다운불가,DIGITAL_P기타faq문의
주소이전할려고여,DIGITAL_P회원정보문의
입금해야할 금액,DIGITAL_P결제문의
다른 기능은요,DIGITAL_P상품문의_P상담원연결
통화요청합니다,DIGITAL_P전화요청
컬쳐캐쉬는 어떻게,DIGITAL_P기타faq문의
물건만 찾는군,DIGITAL_P상담품목
11번가 차단,DIGITAL_P기타faq문의
이전메뉴이동,DIGITAL_P이전메뉴이동
새로운 질문,DIGITAL_P새상담
경비실에도 없어요,DIGITAL_P배송문의
Skt할인품목,DIGITAL_P행사문의
화요일에 받을수 있나,DIGITAL_P배송문의
id문제 있다고 합니다,DIGITAL_P회원정보문의
너 우유 좋아해,DIGITAL_P채팅
와이프 이상해,DIGITAL_P채팅
편의점배송,DIGITAL_P배송문의
Yes24 쿠폰,DIGITAL_P쿠폰요청
쿠폰을 보여줘,DIGITAL_P쿠폰요청
톡매니더 초대 클릭,DIGITAL_P상담원연결
얼음팩 포장,MART_P아이스팩문의
차이점이 무엇인가요,DIGITAL_P차이점
쿠키 허용,DIGITAL_P기타faq문의
검토해보겠습니다,DIGITAL_P대화종료
문의사항 답,DIGITAL_P기타faq문의
무료해외배송 이벤트 언제,DIGITAL_P행사문의
적용 가능 한 쿠폰,DIGITAL_P쿠폰적용문의
자주 얘기하자,DIGITAL_P채팅
뭔가 이상해요,DIGITAL_P기타faq문의
재입고 알림,DIGITAL_P기타faq문의
프리미엄은 돈내나요,DIGITAL_P기타faq문의
수리 맡기려면 어디로,DIGITAL_Pa/s문의
마일리지 상품교환,DIGITAL_P기타faq문의
최저가격인가요,MART_P할인문의
쿠폰을 받았는데요,DIGITAL_P쿠폰적용문의
시간 없어서 다음에,DIGITAL_P대화종료
답변을 일일히 주시는건가요,DIGITAL_P챗봇여부문의
공짜로 사주세요,DIGITAL_P채팅
문의 할라는데 몇시부터,DIGITAL_P상담시간
물건 비싼거에요,DIGITAL_P가격문의
주소지입력이 안되,DIGITAL_P기타faq문의
첫구매혜택이있나요,DIGITAL_P기타faq문의
월요일까지 받아야,DIGITAL_P배송일문의
얼마짜리부터 있을까요,DIGITAL_P가격문의
질문드려요,DIGITAL_P상담요청
일단 알아보고 있는데,DIGITAL_P추천
정보수정은 어떻게,DIGITAL_P회원정보문의
아이큐 몇,DIGITAL_P채팅
쿠폰 다운이 안되요,DIGITAL_P기타faq문의
주문내역 삭제,DIGITAL_P기타faq문의
밥은 먹었,DIGITAL_P채팅
제품 안찾는다고,DIGITAL_P기타faq문의
밤에도 문의 가능한가요,DIGITAL_P상담시간
증정품도 함께 주세요,MART_P사은품문의
수리 맡기려면 어떻게,DIGITAL_Pa/s문의
반납 처리,DIGITAL_P반품문의
색상변경문의,DIGITAL_P색상변경문의
장바구니 담기지가않,DIGITAL_P찜기능안내
담에문의하겠음,DIGITAL_P대화종료
그냥 잠이나 자,DIGITAL_P채팅
장보기 쿠폰은 어느,DIGITAL_P쿠폰적용문의
모르는척 하지마,DIGITAL_P채팅
구입한 상품 보여,MART_P지난구매상품보기
직접 찾으시는 거에요,DIGITAL_P챗봇여부문의
다른거 원해,DIGITAL_P추가추천
적립이 안되고 있네요,DIGITAL_P적립문의
금요일까지 받아야,DIGITAL_P배송일문의
쿠폰바코드가 안열려요,DIGITAL_P쿠폰적용문의
반납을 오늘 할 예정,DIGITAL_P반품문의
제일 싼 가격,MART_P행사상품
반품 취소,MART_P반품문의
여러개 한번에 찾아줘,MART_P다중검색실행
새로운 상담을 하고 싶어요,DIGITAL_P새상담
로봇인가요,DIGITAL_P챗봇여부문의
환불관련 문의,DIGITAL_P환불문의
한번에찾기,MART_P다중검색문의
제품없잖아요,DIGITAL_P기타faq문의
티머니 사용법,DIGITAL_P기타faq문의
번호 등록,DIGITAL_P기타faq문의
불량품이 왔어요,DIGITAL_P교환문의
드라마 재밌지,DIGITAL_P채팅
리뷰 평점 알려줘,DIGITAL_P리뷰평점문의
교환 보류라고 나와 있는데,DIGITAL_P교환문의
금액 차이가 많이나서요,DIGITAL_P가격차이
실례했습니다,DIGITAL_Papologize
푸시 보내지말라고,DIGITAL_P알림설정문의_P기타faq문의
기획전 쿠폰 있지 않나,DIGITAL_P쿠폰요청
지금연락이왔네요,DIGITAL_P상담완료
교환건으로 상담하다가 종료,DIGITAL_P교환문의
첨으로 가기,DIGITAL_P처음으로
정품으로 부탁,MART_P정품문의
반품한 운송장번호,DIGITAL_P반품문의
이물질이 나왔,DIGITAL_P반품문의
주문 해서 결제완료,DIGITAL_P결제완료
수취확인 반품,DIGITAL_P반품문의
캐시를 사용할려면,DIGITAL_P기타faq문의
얼마짜리를 사야대,DIGITAL_P상담원연결
어제주문건,DIGITAL_P주문이력확인
결제시에 새로고침 하라던데,DIGITAL_P결제문의
넌 어떤물건을 찾을수있니,DIGITAL_P추천
쳇봇이냐 니가,DIGITAL_P챗봇여부문의
성능 머예요,DIGITAL_P성능문의
잠금화면 제휴광고,DIGITAL_P기타faq문의
오늘 업데이트 되써요,DIGITAL_P기타faq문의
뭐상담되니,DIGITAL_P상담품목
보상 받으려면,DIGITAL_P기타faq문의
데이터 적용,DIGITAL_P기타faq문의
착불은 어떻게 하나요,DIGITAL_P결제문의
신고센터 위치,DIGITAL_P고객센터문의
재미난 개그좀,DIGITAL_P채팅
언제 물품 받을 수 있나,DIGITAL_P배송문의
어떤 패널티가 있나,DIGITAL_P기타faq문의
너가아는건,DIGITAL_P채팅
서비스이용약관,DIGITAL_P기타faq문의
사양 정확히 몰라서,DIGITAL_P사양문의
제품 카테고리,DIGITAL_P상담품목
카카오뱅크는 안되나요,DIGITAL_P결제문의
차이가 좀 난다고 들어서요,DIGITAL_P차이점
남자친구없니,DIGITAL_P채팅
VIP클럽은 어디있나요,DIGITAL_P기타faq문의
sk맴버쉽 등록,DIGITAL_P기타faq문의
구매했던거,MART_P지난구매상품보기
11번가에 가입할 수 있나,DIGITAL_P기타faq문의
내가 이맘때 되면 사는거,MART_P자주구매상품
집에 도착하는지 확인 부탁,DIGITAL_P배송문의
부탁함니다,DIGITAL_P상담요청
그건 어떤가요,DIGITAL_P상품문의_P상담원연결
쿠폰 있는데 안 써져요,DIGITAL_P쿠폰적용문의
원산지 확인,MART_P원산지문의
포인트 적용 안됨,DIGITAL_P결제문의
이전 단계,DIGITAL_P이전메뉴이동
다음에 또 이용할게요,DIGITAL_P대화종료
구매가 안돼요,DIGITAL_P기타faq문의
비싼 것 같고,MART_P행사상품
식사하셨나요,DIGITAL_P채팅
하나만 더 물어볼게요,DIGITAL_P추천
강요하지마,DIGITAL_P채팅_GREETINGclaim
이건 끝인사야,DIGITAL_P대화종료
고장이 잘 나지 않을까요,DIGITAL_Pa/s문의
할인 쿠폰 주세요,DIGITAL_P쿠폰요청
행사 상품 따로 알려,MART_P행사상품문의
택배비 없는 걸,DIGITAL_P배송비문의
다른 상품이요,DIGITAL_P추가추천
사이트점검,DIGITAL_P기타faq문의
사은품도 챙겨주세요,MART_P사은품문의
11번가는 누구꺼야,DIGITAL_P채팅
환불건 계좌로 입금해주세요,DIGITAL_P환불문의
주문자 정보,DIGITAL_P기타faq문의
저번에 구매한,MART_P지난구매상품보기
크롬 삭제,DIGITAL_P기타faq문의
가격 문의드립니다,DIGITAL_P가격문의
안심번호 해제,DIGITAL_P기타faq문의
품절된건 언제쯤 들어오,DIGITAL_P기타faq문의
지금저렴히행사하는상품,MART_P행사상품문의
로보어드바이저,DIGITAL_P챗봇여부문의
공무원복지카드,DIGITAL_P결제문의
알람 오프,DIGITAL_P알림설정문의 
재고 부족으로 취소,MART_P주문취소
입고 예정,MART_P재입고문의
뭐가 가능해,DIGITAL_P상담품목 
최저가로 살수있나요,DIGITAL_P바로할인가
개인정보 변경,DIGITAL_P회원정보문의
유통기한이 언제,MART_P유통기한문의
컴퓨터 자동 응답인가,DIGITAL_P챗봇여부문의
톡메니저에게 문의 어떻게,DIGITAL_P상담원연결
쿠폰에 대해 물어보려구요,DIGITAL_P쿠폰문의_P기타faq문의
포인트 적립이 되나요,DIGITAL_P적립문의
사람인가요 컴퓨터인가요,DIGITAL_P챗봇여부문의
결제 금액 취소 처리,DIGITAL_P결제문의
쿠폰도 주실수 있나요,DIGITAL_P쿠폰요청
이건 어떤가요,DIGITAL_P상품문의_P상담원연결
적용 가능 쿠폰도 알려주,DIGITAL_P쿠폰적용문의
id에문제가있데요,DIGITAL_P회원정보문의
어떻게 끔,DIGITAL_P도움말보기
마트데이쿠폰,DIGITAL_P쿠폰요청
구매방법 등록,DIGITAL_P기타faq문의
가전제품만되,DIGITAL_P상담품목
취소가 됐는 지 확인,DIGITAL_P주문취소
배송되지 않습니다,DIGITAL_P배송문의
가짜인 것 같아요,MART_P정품문의
디지털챗봇나와라,"MART_P디지털챗봇호출,DIGITAL_GREETINGintro"
어떤걸로 할까요,DIGITAL_P상담요청
얼마 정도에 구입 가능,DIGITAL_P가격문의
반품회수택배,DIGITAL_P반품문의
내일 상담드리겠습니다,DIGITAL_P대화종료
안말해줄거라고,DIGITAL_P채팅_bypass
너무 고가는 아니면,MART_P행사상품
지금 바로 살 게 아니라,DIGITAL_P구매예정
그거 없냐요,DIGITAL_P추천
언제쯤 도착할까요,DIGITAL_P배송문의
다시 연락드릴게요,DIGITAL_P대화종료
고객센터 문의도 가능한가요,DIGITAL_P기타faq문의
날씨가 더워요,DIGITAL_P채팅
많이 비싼가요,DIGITAL_P가격문의
화욜까지 올까요,DIGITAL_P배송문의
봤던 물건 보여줘,MART_P지난구매상품보기
사람이예요,DIGITAL_P챗봇여부문의
거로 부탁드려요,DIGITAL_P추천
미성년자 제한상품 해제는,DIGITAL_P본인인증문의
인증했는데,DIGITAL_P본인인증문의
문의할려는데 언제 돼요,DIGITAL_P상담시간
11pay 등록,DIGITAL_P결제문의
컨시어지분이 디지털인가요,DIGITAL_P챗봇여부문의
적당하게 괜찮은 가격인지,DIGITAL_P가격문의
ok캐시백문의,DIGITAL_Pok캐시백문의_P기타faq문의
당일 설치되는,DIGITAL_P설치문의
언제 설치되나요,DIGITAL_P설치문의
똑같은 종류인데 가격차이,DIGITAL_P가격차이
캐쉬백은 언제 들어옵니까,DIGITAL_P적립문의
t멤버십 인증실패,DIGITAL_P티멤버십관련문의_P기타faq문의
환불에 대해서도,DIGITAL_P환불문의
다른 거는 없어,DIGITAL_P추가추천
제조사별 장단점은 없어,DIGITAL_P상품문의_P상담원연결
쿠폰번호는어디있나,DIGITAL_P기타faq문의
취소하고 다른걸로 주문,DIGITAL_P주문취소
내가 주문했던 상품,DIGITAL_P주문이력확인
내일올께용,DIGITAL_P대화종료
좀 보고 더 문의,DIGITAL_P대화종료
노래할 줄,DIGITAL_P채팅
교환 상담,DIGITAL_P교환문의
첨으로 갈래요,DIGITAL_P처음으로
물건 안와,DIGITAL_P배송문의
교환한 혜택,DIGITAL_P교환문의
신규회원가입 특전,DIGITAL_P행사문의
몇시에오나요,DIGITAL_P배송문의
내가 자주 사는 제품,MART_P자주구매상품
공유하기 어떻게,DIGITAL_P기타faq문의
정품인가요,MART_P정품문의
